Aircraft,Number_Objects,Engines,Origin State,Phase,Description,Object Size,Weather,Warning,Altitude,Total Cost
Aeros,71,1,Hawaii,,1 MI S OF ARPT. VICINITY OF NAWILIWILI HARBOR. SML SCRATCH ON RT FOREAREM OF P/C. 4-5 IN HOLE IN WINDSHLD. BIRD REPTD AS WHITE-TAILED TROPIC HAWK.WS BIOL REPORTS IT AS RED-TAILED TROPIC BIRD. RT WINDSHDL WAS FRAGMENTED.,,Some Cloud,,,8.894121641
DA,51,2,California,Landing Roll,A BIRD HIT RT SLAT. EVIDENCE OF BIRD PART HIT THE FAN ON #2 ENG. RT SLAT DENTED.,Small,Some Cloud,N,0,11.42948951
Airbus,51,2,Tennessee,Approach,ATIS WARNING. PILOT REPTS NO DMG SUSPECTED BUT WILL HAVE MAINT CHECK. SOME FUSELAGE SKIN DAMAGED AS WAS DUCTWORK AND SOUND INSULATION. ALL WAS REPLACED.,Large,Overcast,Y,5000,10.18953078
Airbus,71,2,Oregon,Climb,INGESTED LRG GREY BIRD. RT ENG LOUD VIB. RETARDED END & RETD TO LAND. EMERGENCY. RWY 10L CLOSED FOR 38 MINS WHILE DEBRIS WASHED FROM RWY. WING FOUND ON RWY. ID BY SMITHSONIAN FAA 735 & 727. ALL PAX REROUTED TO OTHER FLTS. 5 BLADES DAMAGED. HOLES IN NOSE C,Large,Overcast,Y,800,13.05327907
Citation,45,2,Massachusetts,Landing Roll,very small brown birds. cost was for inspn.,Small,Some Cloud,N,0,5.811140993
CL,58,2,New York,Take-off run,"DAMAGED FINS IN #2 ENG. LANDED OK ON ONE ENG. A/C RETD TO RAMP W/O INCIDENT. REPLACED 12 FAN BLADES AND STATOR. BLADES WERE REPAIRED, SO COST WAS NOT HIGH.",Medium,Overcast,Y,0,7.444833274
C,43,2,Connecticut,Climb,"MINOR DMG TO L WING. (DATA ENTRY NOTE: BIRDS REPTD AS GEESE, ASSUME CANADA GEESE FROM DATE AND LOCATION)",Large,No Cloud,N,5,7.01301579
BE,38,2,Colorado,Climb,FLOCK OF BIRDS FLEW UP FROM GRASS ON L SIDE RWY THEN ACROSS TAKE OFF PATH. A/C HAD JUST LEFT THE GROUND. HEARD LOUD THUMP. DENT IN L WINGT ROOT FAIRING AT LE AND NICKLE SIZED AREA OF PAINT CHIPPED FROM L ENG COWLING CYLINDER AIR INTAKE.,Medium,No Cloud,N,10,4.787491743
B-737,47,2,Illinois,Take-off run,"BLACK BIRD OR SMALLER. ROTATION. DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 1.",Small,Some Cloud,Y,0,5.521460918
C,54,1,North Carolina,Approach,ID BY SMITHSONIAN.,Small,No Cloud,Y,16,6.240275845
C,63,1,Texas,Descent,"WING, LEADING EDGE HAD A DENT 18"" WIDE, 8"" DEEP. 3 HRS TO APPLY TEMP PATCH.",Large,No Cloud,N,2500,8.870101049
B-727,41,3,Kentucky,Landing Roll,NO DMG. COST FOR 1 HR INSPN. HIT FRONT RT SIDE OF A/C CLOSE TO F/O'S WINDOW. (DATA ENTRY NOTE: WS BIOL HAD OPER AS DAL),Small,No Cloud,N,0,3.970291914
CL,48,2,Indiana,Descent,,Small,No Cloud,N,3000,10.06959504
Learjet,51,2,Florida,Approach,BIG BLACK POSSIBLE A VULTURE.,Large,No Cloud,N,1500,6.960347729
B-737,71,2,Utah,Approach,"SUSPECT SEAGULLS. SAW A FORMATION OF ABOUT 3 BIRDS JUST PRIOR TO IMPACT. ONE HIT NOSE, LOW. ONE OR TWO WENT IN #1 ENG. NO ABNORMAL ENG INDICATIONS. LANDED NORMALLY AND CALLED MX. BEGAN TO SMELL FOUL SMELL ON TAXI IN. ARPT OPS NOT NOTIFIED. LOCATION REPTD",Medium,No Cloud,N,900,12.92557934
Hawker,51,2,Michigan,Climb,BIRD HIT RHS FUSELAGE AND WENT THRU #2 ENG. COMPRESSOR STALLED BUT CONTD TO RUN. REDUCED POWER TO FLT IDLE. ENG INDICATIONS WITHIN NORMAL LIMITS. DECLARED EMERGENCY AND MADE UNEVENTFUL SINGLE ENG LDG AT DET. #2 FAN ASSEMBLY HAD 18 DAMAGED BLADES.,Medium,Overcast,N,300,11.62852835
Hawker,38,2,Georgia,Take-off run,STRIKE WAS AT ROTATION. MADE PREC LDG TO CHECK FOR DMG. BIRD HIT CO/P'S SIDE WINDOW. MINOR SCRATCHES ONLY. PHOTO OF BIRD SENT.,Large,Overcast,N,0,6.240275845
Global,38,2,New Jersey,Approach,"INSPN AFTER LDG REVEALED POSSIBLE DELAMINATION. RECEIVED FERRY PERMIT FOR TRIP TO HOMEBASE FOR REPAIR. TO SAVE TIME, REPLACED RADOME INSTEAD OF REPAIR.",Medium,Overcast,Y,200,9.760482858
C,38,1,Alaska,Approach,DAMAGED RT FLAP,Medium,No Cloud,N,800,8.517193191
CL,53,2,Massachusetts,Approach,"2 FOOT DENT IN CENTER OF LEADING EDGE. REPLACED THE CENTER LEADING EDGE ON RT WING, PICCOLO TUBE INSIDE AND CLAMPS. COST WAS $25,000 AND $97,000 FOR CHARTERING AN AIRCRAFT WHILE THEIR A/C WAS DOWN FOR REPAIRS.",Medium,Some Cloud,N,2000,11.71177632
Learjet,52,2,Oregon,Approach,PILOT REPTD SEEING 6-10 DUCKS PASS IN FRONT OF THE A/C. THEY HEARD A LOUD BANG. ENG HAD AT LEAST 1 INGESTION. SHORT FINAL. DMG TO INTAKE NACELLE AND INTERNAL FAN ASSEMBLY.,Medium,Overcast,N,50,11.56960821
B-737,51,2,Louisiana,Approach,,Small,No Cloud,N,50,6.320768294
B-737,47,2,Nebraska,Approach,CAPT SAW BIRD(S) ILLUMINATED BY LANDING LIGHTS FLY TO LEFT OF COCKPIT AT ABOUT WING HT WHILE OLN APCH TO RWY 32L AT 1000 FT AGL. ENG INSTRUMENTS APPEARED TO BE  NORMAL. POST FLT REVEALED EVIDENCE OF SML BIRDSTRIKE ON #1 ENG INSIDE OF INLET. NO APPARENT DM,Small,No Cloud,Y,1000,6.267200549
B-727,35,3,Illinois,Take-off run,PILOT REPTD FLYING THRU A FLOCK OF SML BIRDS AND HIT AT LEAST 3. EVIDENCE FOUND IN 31 ENG. BORESCOPED. ESTIMATED COST $140,Small,No Cloud,N,0,5.075173815
B-757,43,2,New Jersey,Approach,"ID BY SMITHSONIAN, FAA 2743. 100% DNA MATCH. STRIKE WAS REPORTED. RT WING HAD A BIG DENT AND PUNCTURE. RT SLAT WAS REPLACEDBIRD FIRST REPORTED AS AN EAGLE. SNARGE WAS COLLECTED AND SENT FOR ID. PHOTOS.",Large,Some Cloud,Y,350,11.23532573
BE,52,2,Ohio,Approach,1 BIRD COLLECTED. A/C PARKED AT GATE D25E WHERE PILOT COUNTED 13 STRIKES. DMG TO L WING. ARPT OPS TOOK PHOTOS OF A/C.,Small,Overcast,Y,10,6.502790046
B-737,49,2,Texas,Climb,NO DMG NOTED. ENG INDICATIONS NORMAL. MX ACTION PERFORMED AT DEST. ATIS WARNING. LOCATION REPTD AS APPROX 5 MILES.,Small,Some Cloud,Y,2500,6.018593214
BA,60,2,Illinois,Landing Roll,"RWY WAS CLOSED. A/C FERRIED FOR INSPN. LANDING GEAR, ENG AND PROP HAD TO BE REMOVED FOR INSPN ACCORDING TO A/C MANU. REQUIREMENTS.  BROKE HYDRAULIC LINES IN LDG GEAR. HAD SPARE A/C, ONLY  LOST REVENUE ON 1 FLT. CHANGED PROP BEFORE FERRY FLT. GEAR COST $56",Large,Some Cloud,N,0,11.62787783
B-737,58,2,California,Climb,,Small,No Cloud,N,100,6.293419279
B-737,60,2,Texas,Approach,BIRD REMAINS SPLATTERED ON CAPT WINDSCREEN. LOCATION REPTD AS 6 MILES W KAUS.,Small,No Cloud,N,3500,3.912023005
BE,53,2,Utah,Climb,REMAINS REMOVED FROM RWY. PILOT REPTD ICE DOOR SHUT AT TIME OF INCIDENT AND THAT MOST LIKELY KEPT THE BIRD OUT OF THE ENG. NO DMG OR INGESTION FOUND.,Small,Some Cloud,N,50,6.320768294
B-737,30,2,Texas,Approach,TIME OUT OF SERVICE 1/2 HR.  COST OF REPAIRS REPTD AS $300 BUT NO DMG CHECKED. COST OF INSPN REPTD AS $300. CALL TO PILOT CONFIRMED ONLY $300 COST FOR INSPN. NO DMG.,Small,No Cloud,Y,300,5.80814249
B-737,56,2,Texas,Approach,BIRD STRUCK UNDERSIDE OF RT WING TRAILING EDGE FLAP. LOCATION REPTD AS 1/2 MILE FROM KDAL.,Small,No Cloud,Y,150,5.298317367
B-737,55,2,California,Climb,HIT SEVERAL MED SIZED BIRDS ON CLIMBOUT. A/C GAVE NO INDICATION OF ENG OR FLT CONTROL ABNORMALITIES. BUT AS A PRECAUTION WE RETD TO SMF FOR LDG. REPLACED L KRUGER FLAP. OTHER COST UNKN. (ARPT REPTD ALT AT 400 FT AND MIGRATING WATERFOWL AND TIME AS 2100),Medium,No Cloud,Y,800,9.342157797
C,47,1,Washington,Approach,NO VIZ DMG,Large,No Cloud,N,75,4.143134726
BE,53,1,Arizona,Climb,BIRD WAS SEEN ABOVE AIRCRAFT IN DIVE POSITION. HIT PROP FIRST THEN HIT COWLING AND CRASHED THRU WINDSHLD. 1/2 OF BIRD REMAINED IMPALED IN WINDHSLD. OTHER HALF WENT BTWN 2 PILOTS IN FRONT. 1 PERSON I BACK SEAT WAS HIT IN HEAD. 4 PEOPLE ON BOARD NOT HURT. W,Large,No Cloud,N,1000,9.539212371
B-737,29,2,Maryland,Approach,"ID BY SMITHSONIAN.  REMAINS COLLECTED BY MX AND SUBMITTED TO USDA/WS. REPLACED RADOME DUE TO 16"" DIAMETER DENT. LAST FLT FOR A/C THAT DAY.",Small,Overcast,N,2000,10.70207525
DA,55,3,New York,Climb,TAKEOFF IMMEDIATELY AFTER ROTATION AND LIFT OFF RWY 6. WE SAW A FLOCK OF APPROX 20-30 CANADA GEESE FLY UP FROM L SIDE OF RWY 6 SHORTLY AFTER REACHING V1. BIRDS THEN FLEW DIRECTLY ACROSS RWY FROM L-R. WE COULD NOT ABORT T/O AND TRIED TO ROTATE QUICKLY ENOU,Large,Overcast,N,5,9.668524424
B-737,45,2,California,Landing Roll,TWO PIGEONS AND ONE STARLING ACCORDING TO ARPT OFFICIALS WHICH COLLECTED REMAINS. TIME OUT OF SERVICE =  0.5 HR.,Small,No Cloud,N,0,5.575949103
PA,33,1,Alaska,Approach,"BIRD HIT WINDSHLD, BOUNCED OFF AND HIT 2 ANTENNAS ON TOP OF A/C. ONE WAS REPLACED.",Small,No Cloud,N,100,5.537334267
B-737,55,2,Pennsylvania,Take-off run,ID BY SMITHSONIAN. FINS BENT IN #2 ENG. 4 BLADES WERE BENT. PILOT REPT AT LEAST 6 BLADES WOULD BE CHANGED. ENG NEEDS TO BE BORESCOPED. VIBRATION. EMERGENCY DELCARED.OPER REPTD AS COA AND UAL,Medium,Some Cloud,Y,0,11.51292546
DC,50,4,Georgia,Approach,"EVENT 11435. ID BY SMITHSONIAN, FAA 1830. (ALT REPTD AS 4000 MSL AND 200 FT AGL SINCE PILOT SAID THEY WERE 15 MILES FROM ARPT, ASSUME 3000 FT ALG.)",Small,No Cloud,N,3000,3.871201011
Gulfaero,57,2,California,Climb,"A SKY OF BIRDS HIT THE A/C, NUMBER IN THE THOUSANDS. DMG TO FWD BULKHEAD SKIN. FLAPS. 19 STRIKES MOSTLY ON BELLY AND FLAPS",Large,Overcast,N,200,12.65295477
Citation,54,,Texas,Approach,"PIGEON SIZE BIRD. ON SHORT FINAL RWY 35, A/C INCURRED POTENTIAL BIRDSTRIKE. UPON INSPN AFTER LANDING, A SMALL RED MARK ON RADOME AND DUST ON R NACELLE. PERFORMED DETAILED VISUAL INSPN OF FAN, STATOR, LINER AND FIRST STAGE COMP WHICH REVEALED NO DEBRIS OR",Small,Some Cloud,N,200,5.910796644
Citation,66,2,Florida,Landing Roll,DURING ROLLOUT SAW 5 SANDHILL CRANES STANDING IN CENTER OF RWY. NO WAY TO AVOID THEM.,Large,No Cloud,N,0,8.138272639
PA,56,1,Maryland,Approach,MINOR DAMAGE. BIRD CRACKED GEL COAT ON LEFT ENG COWLING.,Medium,No Cloud,N,1300,8.422003004
B-737,51,2,Oregon,Landing Roll,"ARPT BIOL ID'D BIRD. PITOT TUBE DAMAGED AND REPLACED. PART WAS $11,207, LABOR $210, COST FOR AMMENITIES (HOTELS ETC) WAS $1800. NON-MAINTENANCE OPERATIONAL COST WAS $1300. OUTBOUND FLT DELAYED 3 HRS.",Small,Some Cloud,Y,0,9.688560156
B-737,41,2,Tennessee,Landing Roll,BIRD HIT BOTTOM L FWRD WINDSCREEN AND LODGED INTO WIPER BLADE. LANDING ON RWY RIGHT AFTER T/D.,Medium,Some Cloud,Y,0,3.970291914
Airbus,40,2,Wisconsin,Approach,CLEANED AND INSPECTED. NO DMG.,Small,Some Cloud,Y,600,8.543640361
C,62,1,Michigan,Take-off run,MINOR DMG REPTD. COSMETIC.,Large,No Cloud,N,0,7.864419905
C,48,2,West Virginia,Landing Roll,"RT PROP AND ENG, RT NOSE GEAR DOOR.",Large,Overcast,N,0,10.75481301
PA,32,2,Maryland,Climb,LANDING LIGHT LENSE.,Small,No Cloud,N,75,4.634728988
Gulfaero,62,2,New York,Climb,"""BAKER'S DOZEN"" PIGEONS PUT DENT IN RT INBD FLAP. A/C DEPTD SAFELY AND FLEW TO EVV W/O INCIDENT. REPAIRED. ANOTHER REPORT STATED GULLS WERE STRUCK, THEY ALSO REPTD NO DMG.",Medium,Some Cloud,Y,5,10.4165806
BA,45,2,Ohio,Climb,RETD TO ARPT AFTER INGESTING 24-30 STARLINGS. CABIN FILLED WITH INTENSE SMELL. MX AND DISPATCH NOTIFIED.  LANDED W/O INCIDENT. DEPLANED AT GATE.  L ENG TURBINE BLADE BENT BEYOND ACCEPTABLE LIMITS. ENG WAS REMOVED AND REPLACED. ALSO DMG TO PROP.,Small,Some Cloud,N,50,12.29248426
C,38,1,Georgia,Approach,BIRD DAMAGED PITOT TUBE AND LANDING LIGHT ON L/R.,Large,Some Cloud,N,10,9.03990786
BE,33,2,Colorado,Climb,DMG TO RT WINT TIP SECTION. I SAW A BLACK SPOT GO BY THE WINDSHLD.,Medium,No Cloud,N,900,8.085486772
AIA,62,2,Oregon,Descent,"ID BY SMITHSONIAN. PILOT DESCENDING IN FULL FLIGHT CONFIGURATION. BIRD OBSERVED AT WINDSHLD LEVEL, FOLDED AND DROPPED. GLANCING IMPACT AT LOWER PART OF RADOME RESULTING IN DAMAGE TO PROTECTIVE FINISH. CONE REQUIRES FACTORY REPAIR/REFINISHING.",Small,Some Cloud,N,4000,12.79385931
Airbus,50,2,Colorado,Take-off run,"ATIS WARNING. SPOKE TO DIR OF OPS AND POI. REMVD THREE MOURNING DOVES FROM  RWY AND #2 ENG. FOUR FAN BLADES DMGED NO 2 ENG TOTAL 8 BLADES REPLACED. STRUCK ON ROTATION, RETURNED TO ARPT.",Small,No Cloud,N,0,11.95761129
B-727,50,3,Pennsylvania,Approach,HIT L1 WINDOW. COST FOR 1 HR INSPN. NO DMG.,Small,Some Cloud,N,2700,3.970291914
BE,47,2,Minnesota,Climb,DMG TO A/C. DENT IN BOTH WINGS. L/E AND UNDERSIDE. TOP TAIL ROTATING BEACON DMG. RIP IN DE-ICE BOOT.,Large,Some Cloud,N,500,9.376532547
B-747,66,4,California,Climb,3 BLADES WERE DAMAGED.,Small,No Cloud,N,10,11.8977592
CL,70,2,DC,Take-off run,"2 TURKEYS. T/O ABORTED BEFORE V1. 3 CREW AND 50 PAX ONBOARD. #2 ENG INLET, INNER PANEL OF WINDSHLD AND AT 14 BY 4 INCH SECTION OF FUSELAGE SKIN JUST BELOW WINDSHLD WERE DAMAGED. TURKEY ENTERED THE COCKPIT SPRAYING GLASS AND  PIECES OF BIRD MATTER ON FLT C",Large,Overcast,N,0,12.44330843
B-737,47,2,Texas,Climb,HIT BIRD ON DEPTR END OF RWY. DMG TO #2 ENG. PILOT DECLARED AN EMERGENCY AND DIVERTED TO LOVE FIELD. LANDED W/O INCIDENT.  APPEARED TO HAVE BENT 2 FAN BLADES. BIRD WAS DARK BROWN.,Medium,Overcast,N,30,10.20570103
B-737,72,2,Missouri,Climb,HIT AT LEAST 3 BIRDS. 11 DAYS OUT OF SVC. #1 ENG HAD A PARTIAL INGESTION WITH NO DMG. PHOTOS. ID BY SMITHSONIAN FAA 662 & 676. DAMAGED RADOME AND NOSE (PEELED UP). DMG L WING. WINDSHLD HAD BLOOD ON IT. HORIZ STABIL DENTED. FLOWN TO TX FOR REPAIRS. SIGNIFI,Large,No Cloud,Y,2900,13.33723118
RKWL,44,2,Louisiana,Approach,,Medium,Some Cloud,N,1400,10.59890715
BE,65,2,North Carolina,Landing Roll,8 GEESE OF APPROX 12 WERE KILLED ON THE RWY.,Large,Overcast,N,0,11.94694564
B-737,46,2,Ohio,Take-off run,"ID BY SMITHSONIAN, FAA 1878. SMOKE IN CABIN. BENT BLADE. BIRD WENT STRAIGHT THRU ENG. ATIS WARNING.",Medium,Some Cloud,Y,0,10.00892806
MD,61,2,Missouri,Approach,BIRDSTRIKE ON RT WING LDG LIGHT. LIGHT WAS REMOVED BY BIRDSTRIKE.,Small,Overcast,N,500,6.345636361
C,44,2,Ohio,Landing Roll,4 HRS OUT OF SERVICE. ESTIAMTED OTHER COST REPT AT $5000 BUT NOT EXPLANATION FOR WHAT.,Small,Some Cloud,N,0,8.622633704
BE,50,2,Florida,Climb,DEPARTED RWY 14 DURING CLIMBOUT. A/C STRUCK A BIRD. PILOT RECVD THE APPROPRIATE ATIS BROADCAST AND ACKNOWLEDGED HE HEARD THE BIRD ADVISORIES INCLUDED IN IT. STATED HE ONLY SAW THE ONE BIRD AND IT STRUCK THE R WING RESULTING IN ABOUT A TWO FT GASH IN LE. P,Medium,Some Cloud,Y,800,6.960347729
B-737,46,2,Colorado,Climb,ATIS WARNING. A/C TIME OUT OF SERV = 1/2 HR.,Small,No Cloud,Y,10,5.351858133
B-767,41,2,New York,Approach,"ID BY SMITHSONIAN FAA 1041. 8 FAN BLADES DAMAGED. 3 PAIRS REPLACED, 5 BLADES WERE DRESSED.",Medium,Some Cloud,Y,500,10.46712382
B-757,59,2,DC,Take-off run,"HIT BIRDS ON T/O & L MAIN LDG GEAR INDICATOR WENT OUT. SEVERAL BIRDS THRU L ENG. ENG OPERATED OK. L MAIN GEAR ALSO HIT. GEAR UNSAFE LIGHT CAME ON. DID NOT RAISE GEAR. PREPPED CABIN FOR EVAC, DID FLY BY TWR AT 1000', ASKED FOR FIRE TRUCKS & LANDED UNEVENTF",Medium,Some Cloud,Y,0,10.64761298
B-737,53,2,N/A,Landing Roll,BIRD REPTD AS MED SIZED WATERFOWL. BORESCOPE FOUND NO DMG. FLT CANCELLED. REMAINS ON CORE AND BYPASS SECTION OF #2 ENG. FATAL INJURIES TO BIRD.,Medium,No Cloud,N,0,10.24494733
Citation,52,2,Iowa,Climb,"4"" DIAMETER DENT  BY 1' DEEP ON LE OF RT WING",Medium,Some Cloud,N,1000,10.93823665
CL,38,2,N/A,Landing Roll,,Small,No Cloud,N,0,5.587248658
Aeros,49,1,California,,ID BY SMITHSONIAN. BIRDSTRIKE TOOK PLACE ON THE SHORELINE NEAR ARPT BOUNDARY. 3 PELICANS STRUCK WINDSHLD AND DOOR DOING DMG TO BOTH. REPLACED WINDSCREEN AND PILOT'S SIDE WINDOW. MINOR AIRFRAME REPAIR.,,Some Cloud,,,10.79156398
Learjet,45,2,Massachusetts,Approach,BIRDS DECIDED TO FLY FROM BOTH SIDES OF RWY AS WE WERE IN FLARE. DID NOT THINK WE HIT ANY AND TAXIED IN. RAMP VERY DARK AND AS THERE WERE FUELING US I NOTICED BIRD FEATHERS ON #1 ENG NACELLE BUT DID NOT SEE ANY BENT BLADES OR OTHER EVID OF DMG. I CALLED M,Medium,Overcast,Y,5,11.56564125
B-737,142,2,Alaska,Take-off run,A/C INGESTED AN EAGLE INTO THE LEFT ENG WHICH SHUT DOWN. LOUD BANG WAS HEARD FOLLOWED BY VIBRATIONS AND COMPRESSOR STALLS. T/O WAS ABORTED. A/C TAXIED BACK TO TERMINAL ON REMAINING ENG. PAX SAW FLAMES COMING FROM THE ENG. 2ND A/C THAT CAME TO TAKE THE  PA,Large,Overcast,N,0,14.90658081
DA,63,3,Illinois,Climb,LARGE HAWK IMPACTED R HAND OUTBOARD SLOT JUST PRIOR TO ROTATION. RED-TAILED HAWK AND MOURNING DOVE.,Medium,No Cloud,N,10,12.35410033
MD,48,2,Kansas,Take-off run,ID BY SMITHSONIAN. FAA 4223. DNA. DMG REPTD TO ENG INLET ON #1 ENG BY CAS. ALLEGIANT AIR MX HAD TO FLY ANOTHER A/C AND TRANSPORT MX AND A SPARE PART FROM LAS VEGAS. PILOT INDICATED THAT THE STRIKE OCCURRED DURING T/O AND NOT REALIZED UNTIL THE REMAINS WER,Small,No Cloud,N,0,9.767324128
B-737,52,2,New Mexico,Approach,IMPACTED 4 WHITE BIRDS ON A NIGHT VMC APCH. A/C DID NOT APPEAR TO BE DAMAGED BUT WE HAD TO LEAVE BEFORE CONTRACT MX FINISHED INSPECTING THE A/C. A/C WAS TAKEN OUT OF SERVICE TO BUY TIME FOR AN INSPN BECAUSE THERE WAS A SPARE A/C IMMEDIATELY AVAILABLE.,Medium,No Cloud,N,1000,4.682131227
Hawker,56,2,Virginia,Approach,"ON FINAL, HIT 1 OF 2 TURKEYS STANDING ON RWY. HIT RT MAIN GEAR. FILED REPT WITH TWR.",Large,Overcast,N,2,5.176149733
B-767,41,2,California,Descent,VIS DMG.,Medium,No Cloud,N,12000,10.36385112
B-737,45,2,Illinois,Climb,ATIS WARNING. AIR TURNBACK DUE TO ENG VIBRATION. SOME TYPE OF FLUID WAS LEAKING FROM THE AIRCRAFT. ID BY SMITHSONIAN FAA 909. BIRDS FIRST REPTD AS GEESE. 6 FAN BLADES REPLACED. CONFLICTING INFO ON WHICH ENG 1 OR 2. A/C WAS 5 MILES NW OF ARPT.,Large,No Cloud,Y,4800,11.31008687
BE,49,2,Alaska,Climb,,Small,Some Cloud,N,10,5.429345629
Learjet,49,2,Oregon,Approach,"WHITE BIRD HIT LEFT WING JUST INBD OF STALL STRIP. DENT WAS 6"" LONG BY 1"" DEEP. NO OTHER DMG. A/C IS STILL IN REPAIRS (2/13/09).",Large,Some Cloud,Y,800,9.668524424
DA,36,3,New Jersey,Take-off run,BENT 5 1ST STAGE COMPRESSOR FAN BLADES. PENETRATED CORE. INGESTION.  ENG REMOVED FOR INSPN.,Medium,No Cloud,Y,0,11.4512309
BE,61,2,Minnesota,Approach,,Small,No Cloud,Y,300,7.807916629
BE,41,2,New Jersey,Climb,ID BY SMITHSONIAN. FAA 4170. CREW OBSERVED 2 GULLS DIVE PAST THE NOSE UPON T/O. CREW DID NOT HEAR OR FEEL ANY STRIKE ON A/C. PROCEEDED TP KABE. BIRD DISCOVERED WEDGED BTWN RT MAIN WHEEL AND LANDING GEAR STRUT. CREW REPTD NO EFFECT ON LANDING GEAR RETRACTI,Large,No Cloud,N,25,9.988104398
B-737,39,2,Nevada,Approach,NO DMG NOTED. FINAL APRCH.,Medium,No Cloud,N,1500,5.298317367
Citation,44,2,Tennessee,Climb,LEADING EDGE DAMAGE TO L HORIZ STABIL,Medium,No Cloud,N,4500,10.28479657
B-737,48,2,New York,Climb,"FLT 753. PILOT REPTD A HUNDRED BIRDS ON UNKN TYPE. #1 ENG WAS SHUT DOWN AND DIVERTED TO EWR. SLIGHT VIBRATION. A/C WAS OUT OF SVC FOR REPAIRS TO COWLING, FAN DUCT ACCOUSTIC PANEL. INGESTION. DENTED FAN BLADE #26 IN #1 ENG. HEAVY BLOOD STAINS ON L WINGTIP",Medium,No Cloud,N,1500,10.33318989
BE,57,2,California,Take-off run,NO DMG. BIRD WAS INGESTED INTO THE INTAKE BUT BLOCKED FROM ENTERING THE ENGINE BY PRE-COMPRESSOR SCREEN. INSPN FOUND NO DMG. COST WAS FOR INSPN AND TRAVEL TIME.,Small,No Cloud,N,0,6.725033642
BE,51,2,Virginia,Landing Roll,"MINOR DMG TO L NOSE & FUSELAGE. RETRACTABLE LDG LITES DMGD. HOLE IN FUSELAGE FWD OF PRESSURE BULKHEAD WHERE RIVETS POPPED. A/C FERRIED FOR REPAIRS. YOUNG DOE. NO PERIMETER FENCE, DEER ARE COMMON. WHERE WE HIT DEER IS A COMMON CROSSING POINT. NOTIFIED OF T",Large,No Cloud,N,0,12.50837113
BE,48,1,Virginia,Approach,SAW A DEER ABOUT 50 YARDS AHEAD WHEN 5' FROM T/D AND APPLIED FULL POWER TO DO A GO-AROUND. FELT JOLT IN TAIL. OTHER DEER HAD HIT US.  STABILATOR JAMMED CAUSING A/C TO CLIMB & ALMOST STALL. SAW LRG DENT ON L OTBD LE OF STABILATOR FROM COCKPIT. FLEW THE PAT,Large,No Cloud,N,5,9.447544607
B-747,62,4,California,Approach,"2,000 TO 3,000 FT DOWN RWY. NOSE CONE DENTED, PAINT REMOVED. CONDUCTED 2 RWY INSPECTIONS. NO REMAINS FOUND. WS GAVE BIRD COLLECTION KITS TO MX SUPV. ESTIMATED COSTS OBTAINED FROM AIR CHINA HQ. REPAIRS MADE IN CHINA.",Large,No Cloud,Y,65,7.876638461
Diamond,41,1,Utah,Climb,CRACKED WINDSHIELD. A/C LANDED OUT OF PRECAUTION. GLASS COCKIT WAS BROKEN AND NEEDED REPLACEMENT. REMAINS OF BIRD WERE COLLECTED AND SENT IN TO THE IDENTIFCATION LAB FOR ANALYSIS. (DATA ENTRY NOTE: SMITHSONIAN DID NOT RECEIVE REMAINS),Small,Some Cloud,N,2500,8.589699882
EMB,54,2,New Jersey,Approach,BIRD STRUCK LT WING L/E. NO DMG TO WING BUT PNEUMATIC DE-ICE BOOT CUT AND REQUIRED REPLACEMENT. FINAL APRCH.,Medium,Overcast,N,200,9.104979856
BE,40,2,Florida,Climb,REPLACED STROBE LIGHT AND PLASTIC CAP ON WINGTIP.,Large,Some Cloud,Y,400,8.058960018
B-737,52,2,Illinois,Approach,"I SAW A WHITE OBJECT OUT MY L SIDE WINDOW FOR LESS THAN 1 SECOND. I THOUGH WE MAY HAVE JUST HIT SOMETHING AND TOLD MY F/O. I DID NOT HEAR OR FEEL ANYTHING. AT THE GATE, THE NEXT F/O DID AN PRE-FLT INSPN AND FUND A DENT ON THE #1 ENG NACELLE. MX WAS NOTIFI",Medium,Overcast,N,2400,9.694863087
B-737,51,2,California,Climb,"BIRDS HIT ENG NACELLE AND TAIL SECTION. (DATA ENTRY NOTE: # STRUCK NOT REPTD, ASSUME 2-10, SAME AS # SEEN0",Small,Overcast,N,400,6.763884909
B-757,48,2,Texas,Approach,"ID BY SMITHSONIAN, FAA 2922. HAD RAINED 2 HRS PRIOR TO STRIKE. COST WAS FOR MAN HRS (ASSUME INSPN) (DATA ENTRY NOTE; ONLY RECEIVED SMITHSONIAN COPY OF THE REPORT, NOT THE ORIGINAL)",Small,Some Cloud,N,500,5.783825182
B-737,43,2,Utah,Approach,"ID BY SMITHSONIAN. ARPT CASE # 25641. DELTA REPTD DMG AT $72,000 WITH 20 MAN HRS INVOLVED AT $2000.",Medium,Overcast,Y,800,11.21077929
Aeros,57,1,Texas,,ID BY SMITHSONIAN. NO DMG. NO INJURIES.,,Some Cloud,,,7.313220387
